thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome
NA,19.0,3.5,-2.5,c1,4.0,0.0,0
NA,106.0,-3.1,-7.800000000000001,c3,2.0,1.0,1
67.9,146.0,3.3000000000000003,0.0,c1,2.0,NA,0
49.2,82.0,2.5,1.9,c3,1.0,0.0,0
32.6,86.0,-0.8,-4.2,c5,4.0,0.0,1
45.8,93.0,2.6,5.0,c2,2.0,1.0,1
60.0,146.0,5.2,3.0,c2,5.0,0.0,0
54.6,88.0,4.800000000000001,2.2,c4,4.0,0.0,1
52.2,97.0,5.2,-2.7,c2,5.0,1.0,1
58.2,74.0,-2.1,NA,c2,2.0,0.0,1
54.0,104.0,3.2,1.0,c1,3.0,1.0,1
59.900000000000006,105.0,0.3,5.6000000000000005,c2,5.0,1.0,0
57.5,139.0,2.6,-2.0,c3,5.0,0.0,0
62.3,104.0,4.9,6.2,c2,4.0,0.0,0
53.0,94.0,-1.2000000000000002,-5.0,c1,5.0,1.0,1
57.400000000000006,94.0,NA,6.9,c1,1.0,0.0,0
47.7,97.0,6.6000000000000005,8.9,c1,1.0,1.0,0
45.3,146.0,5.5,6.800000000000001,c4,3.0,0.0,0
NA,29.0,-3.4000000000000004,-7.7,c5,2.0,NA,1
51.900000000000006,102.0,5.6000000000000005,11.3,c2,5.0,0.0,0
NA,143.0,0.3,7.300000000000001,c4,1.0,0.0,0
51.1,88.0,-1.8,-4.800000000000001,c1,2.0,1.0,1
45.5,107.0,1.8,0.6000000000000001,c4,2.0,1.0,0
50.2,132.0,2.5,4.5,c1,4.0,0.0,1
61.7,112.0,-0.1,-10.0,c1,1.0,1.0,0
54.6,90.0,6.6000000000000005,9.0,c1,4.0,0.0,1
36.5,103.0,0.7000000000000001,3.4000000000000004,c2,5.0,0.0,1
48.400000000000006,111.0,5.800000000000001,1.1,c2,3.0,0.0,1
64.4,123.0,3.2,-8.1,c1,1.0,1.0,0
48.400000000000006,114.0,3.4000000000000004,2.7,c1,1.0,1.0,1
35.7,102.0,-2.1,-8.200000000000001,c3,2.0,1.0,0
65.3,124.0,0.9,-7.6,c3,1.0,0.0,0
55.6,118.0,-0.8,-0.7000000000000001,c1,3.0,0.0,1
49.6,114.0,3.9,7.4,c1,3.0,0.0,0
47.2,NA,NA,-0.3,c3,2.0,0.0,0
58.8,147.0,-1.2000000000000002,2.3000000000000003,c3,4.0,0.0,0
NA,65.0,4.800000000000001,5.4,c2,3.0,1.0,1
NA,112.0,-0.1,-7.5,c2,3.0,0.0,0
54.5,128.0,-1.9,-5.6000000000000005,c2,4.0,1.0,1
52.1,75.0,1.9,4.6000000000000005,c2,5.0,1.0,1
51.3,126.0,0.8,-3.3000000000000003,c3,4.0,0.0,0
48.8,103.0,6.300000000000001,7.4,c4,1.0,0.0,0
58.5,150.0,1.6,-1.9,c3,2.0,0.0,0
43.2,105.0,7.1000000000000005,7.6,c1,3.0,0.0,1
37.2,74.0,-0.7000000000000001,-0.4,c5,2.0,0.0,1
55.1,115.0,3.9,0.7000000000000001,c1,5.0,NA,1
55.2,116.0,0.9,2.1,c5,2.0,1.0,1
54.0,161.0,-1.6,-12.1,c2,4.0,0.0,1
53.400000000000006,108.0,0.9,-5.4,c3,5.0,0.0,1
47.6,92.0,0.6000000000000001,-3.1,c2,2.0,0.0,0
56.5,106.0,-1.3,2.2,c2,3.0,0.0,1
49.8,105.0,3.1,-5.1000000000000005,c1,2.0,0.0,1
46.3,63.0,1.4,-0.5,c1,4.0,0.0,0
47.7,86.0,-3.4000000000000004,-3.2,c1,4.0,1.0,1
66.3,100.0,6.4,5.1000000000000005,c1,5.0,0.0,0
NA,53.0,2.4000000000000004,0.1,c2,1.0,NA,0
54.2,129.0,2.2,-2.4000000000000004,c4,4.0,1.0,1
36.7,78.0,4.7,1.5,c1,3.0,0.0,1
49.3,79.0,-3.4000000000000004,-0.5,c3,NA,1.0,0
46.7,90.0,4.800000000000001,-0.3,c1,5.0,0.0,1
33.5,66.0,1.7000000000000002,-9.2,c3,5.0,0.0,0
53.3,107.0,2.0,2.1,c3,NA,0.0,0
47.1,55.0,-3.2,1.9,c3,2.0,1.0,0
33.4,43.0,2.7,-3.7,c1,2.0,0.0,0
56.900000000000006,73.0,-1.2000000000000002,3.1,c1,2.0,NA,1
61.6,95.0,-1.5,-0.8,c1,2.0,1.0,0
NA,101.0,0.4,-6.1000000000000005,c5,4.0,0.0,1
53.0,77.0,0.6000000000000001,-4.0,c1,2.0,1.0,1
50.5,122.0,5.2,-0.2,c3,2.0,0.0,0
60.8,168.0,6.1000000000000005,4.4,c1,2.0,0.0,0
63.6,NA,-0.7000000000000001,-3.0,c2,1.0,0.0,0
59.2,100.0,4.2,6.7,c2,2.0,0.0,0
42.6,93.0,4.1000000000000005,5.6000000000000005,c1,1.0,1.0,1
51.8,101.0,4.0,-4.7,c2,3.0,1.0,1
53.7,90.0,5.300000000000001,-2.9000000000000004,c1,2.0,1.0,1
35.7,112.0,-1.4,-0.3,c1,2.0,1.0,1
53.900000000000006,161.0,-0.0,-3.8,c2,3.0,0.0,1
NA,91.0,3.3000000000000003,0.6000000000000001,c3,2.0,0.0,0
55.3,148.0,0.4,1.1,c1,2.0,0.0,0
62.0,104.0,4.1000000000000005,5.6000000000000005,c1,5.0,0.0,0
51.6,96.0,3.8,-3.5,c1,1.0,1.0,1
49.6,107.0,7.4,-4.5,c3,5.0,0.0,1
53.2,147.0,-2.4000000000000004,-4.2,c1,5.0,NA,1
43.6,97.0,4.0,NA,c4,5.0,0.0,1
42.400000000000006,99.0,3.5,1.7000000000000002,c1,5.0,1.0,1
60.3,140.0,-0.2,-2.2,c1,4.0,0.0,1
NA,146.0,-0.2,-5.9,c2,2.0,0.0,0
42.2,NA,2.6,9.5,c2,2.0,0.0,0
57.900000000000006,141.0,0.2,-1.4,c2,3.0,0.0,0
49.5,83.0,5.2,0.5,c2,3.0,0.0,0
52.900000000000006,58.0,5.800000000000001,3.9,c5,4.0,0.0,1
53.8,156.0,1.0,1.5,c3,1.0,0.0,0
58.1,86.0,4.5,-0.4,c4,2.0,0.0,1
50.8,87.0,-3.6,5.0,c4,4.0,0.0,1
61.400000000000006,110.0,-1.0,-8.9,c2,3.0,1.0,1
52.6,91.0,-0.2,-8.0,c3,2.0,0.0,0
55.2,89.0,2.2,-6.4,c2,1.0,0.0,0
43.5,NA,3.4000000000000004,1.4,c2,5.0,1.0,1
67.4,142.0,5.6000000000000005,5.300000000000001,c3,4.0,0.0,0
53.900000000000006,123.0,3.8,0.3,c2,1.0,1.0,1
55.900000000000006,125.0,1.9,2.0,c2,4.0,1.0,1
37.3,67.0,3.9,3.7,c1,1.0,0.0,1
NA,78.0,3.5,-0.1,c5,3.0,0.0,1
60.1,147.0,-0.7000000000000001,-0.4,c1,3.0,0.0,0
52.5,90.0,4.800000000000001,1.7000000000000002,c1,3.0,0.0,1
34.800000000000004,60.0,-0.3,-3.6,c1,2.0,0.0,0
58.5,139.0,-4.0,-7.300000000000001,c3,3.0,0.0,1
45.8,93.0,-2.7,-3.0,NA,4.0,0.0,1
61.5,106.0,-1.6,2.1,c4,2.0,NA,0
49.5,86.0,5.5,-1.9,c2,3.0,0.0,1
51.8,133.0,-3.4000000000000004,-6.6000000000000005,c3,2.0,0.0,1
NA,132.0,6.800000000000001,5.1000000000000005,c1,5.0,0.0,0
43.0,95.0,4.4,9.7,c2,4.0,1.0,0
42.2,56.0,2.0,2.0,c3,5.0,1.0,0
48.6,104.0,0.3,-4.800000000000001,c1,3.0,0.0,1
56.8,106.0,4.9,-1.2000000000000002,c2,2.0,0.0,1
39.5,58.0,-3.8,-0.8,c3,1.0,0.0,0
36.8,62.0,0.5,-2.5,c3,4.0,1.0,0
NA,130.0,1.4,-5.6000000000000005,c4,4.0,NA,1
45.3,126.0,-1.3,1.6,c2,4.0,1.0,1
47.0,67.0,6.7,5.6000000000000005,c1,4.0,NA,1
35.300000000000004,50.0,-1.5,-7.9,c4,1.0,0.0,0
44.7,110.0,5.7,-2.3000000000000003,c5,3.0,0.0,1
50.1,89.0,2.1,-8.9,c2,2.0,0.0,0
NA,128.0,2.9000000000000004,-1.7000000000000002,c1,3.0,NA,1
44.0,79.0,1.2000000000000002,0.8,c1,4.0,0.0,1
63.400000000000006,138.0,-0.2,2.3000000000000003,c3,3.0,0.0,0
44.7,54.0,5.1000000000000005,4.7,c1,3.0,NA,1
44.7,106.0,4.4,-3.3000000000000003,c1,2.0,1.0,1
62.5,NA,-1.7000000000000002,-4.3,c2,3.0,1.0,1
51.900000000000006,128.0,-2.1,2.6,c3,2.0,0.0,0
45.7,92.0,2.7,-1.4,c2,3.0,0.0,0
48.900000000000006,110.0,6.300000000000001,7.2,c2,2.0,0.0,0
61.0,125.0,6.6000000000000005,6.9,c3,2.0,0.0,0
61.900000000000006,74.0,2.9000000000000004,4.2,c3,5.0,0.0,0
43.6,126.0,-0.6000000000000001,-0.3,c1,2.0,1.0,1
49.8,109.0,0.1,1.7000000000000002,c1,3.0,1.0,1
50.900000000000006,122.0,4.9,NA,NA,3.0,1.0,1
42.3,66.0,4.1000000000000005,8.4,c1,3.0,0.0,1
49.7,106.0,1.9,-7.6,c1,4.0,0.0,1
50.2,65.0,4.3,3.5,c2,3.0,0.0,1
59.3,120.0,2.4000000000000004,0.3,c1,4.0,0.0,1
59.8,91.0,-2.4000000000000004,-6.300000000000001,c3,1.0,0.0,0
47.5,231.0,3.7,-2.5,c1,1.0,0.0,0
48.400000000000006,114.0,-2.4000000000000004,-1.4,c5,3.0,1.0,1
55.5,145.0,4.5,5.7,c1,2.0,1.0,0
45.5,86.0,5.1000000000000005,2.4000000000000004,c1,2.0,0.0,1
54.900000000000006,119.0,1.5,-1.5,c3,2.0,NA,1
49.5,124.0,-1.3,2.7,c4,NA,1.0,1
42.400000000000006,58.0,3.7,-0.2,c1,5.0,1.0,1
42.5,69.0,-0.7000000000000001,-2.4000000000000004,c4,2.0,1.0,0
61.7,146.0,2.9000000000000004,0.1,c3,2.0,0.0,0
48.900000000000006,92.0,-6.2,3.5,c2,1.0,1.0,1
63.3,102.0,4.4,-1.3,c3,5.0,0.0,0
46.0,76.0,6.0,7.2,c2,1.0,0.0,0
52.5,71.0,-6.5,-14.5,c1,2.0,1.0,0
69.3,80.0,2.9000000000000004,-3.1,c1,2.0,1.0,1
41.7,40.0,4.9,1.4,c1,2.0,1.0,1
35.0,76.0,6.800000000000001,3.8,c2,4.0,NA,1
60.5,136.0,-2.0,-4.5,c1,1.0,NA,1
43.5,157.0,-0.6000000000000001,-2.6,c1,3.0,0.0,1
50.0,99.0,4.1000000000000005,-1.0,c1,2.0,0.0,1
45.5,58.0,-0.4,3.5,NA,3.0,1.0,0
52.3,103.0,5.300000000000001,-1.2000000000000002,c3,1.0,1.0,0
42.6,107.0,4.2,5.300000000000001,c3,2.0,0.0,0
48.7,126.0,-1.1,0.3,c5,4.0,1.0,1
53.8,132.0,-3.7,NA,c5,5.0,1.0,1
42.1,102.0,NA,1.1,c1,2.0,0.0,1
44.6,94.0,5.2,2.9000000000000004,c2,3.0,0.0,1
47.400000000000006,116.0,-0.5,5.1000000000000005,c2,4.0,1.0,0
38.7,49.0,3.1,-0.4,c1,4.0,NA,1
46.8,41.0,4.3,17.5,c1,3.0,0.0,0
51.1,158.0,0.5,2.0,c4,3.0,0.0,0
47.0,94.0,-1.1,-1.2000000000000002,c2,4.0,NA,0
48.0,111.0,4.7,6.300000000000001,c2,3.0,1.0,0
50.0,25.0,5.7,-3.9,c3,3.0,NA,0
44.900000000000006,133.0,6.0,8.6,c4,2.0,1.0,0
55.7,141.0,0.4,-6.9,c4,4.0,0.0,1
61.7,78.0,2.6,4.3,c4,3.0,0.0,0
46.400000000000006,86.0,2.8000000000000003,-1.7000000000000002,c1,3.0,1.0,1
54.0,114.0,4.0,-1.5,c3,3.0,1.0,0
48.2,63.0,1.7000000000000002,7.4,c1,3.0,0.0,1
53.1,119.0,-3.5,-5.1000000000000005,c5,3.0,NA,1
62.7,150.0,3.6,NA,c1,3.0,1.0,0
54.2,116.0,-1.1,1.5,c2,1.0,0.0,1
36.0,34.0,-0.7000000000000001,-7.4,c5,4.0,0.0,0
53.8,79.0,2.5,6.4,c3,1.0,0.0,0
60.0,NA,2.0,0.1,c1,5.0,NA,1
48.400000000000006,91.0,4.4,-3.1,c1,5.0,0.0,1
58.1,108.0,5.9,7.0,NA,5.0,NA,0
44.6,84.0,3.6,3.7,c2,1.0,NA,0
38.3,32.0,-1.3,-11.7,c3,1.0,0.0,0
51.3,124.0,4.5,2.1,c1,3.0,0.0,0
36.1,94.0,5.6000000000000005,4.5,c3,NA,1.0,1
48.2,111.0,4.1000000000000005,3.0,c2,5.0,NA,1
60.5,129.0,0.2,-2.2,c5,4.0,0.0,1
34.9,67.0,1.8,3.1,c3,5.0,1.0,1
39.900000000000006,67.0,5.7,5.800000000000001,c4,5.0,0.0,1
41.900000000000006,59.0,-1.5,-2.8000000000000003,c1,5.0,1.0,0
49.7,141.0,3.0,-0.0,c4,1.0,NA,0
47.2,95.0,-0.0,-1.0,c4,5.0,0.0,0
61.400000000000006,74.0,-0.8,-4.9,c2,1.0,0.0,1
57.8,112.0,1.5,-4.6000000000000005,c5,4.0,NA,1
54.1,51.0,4.6000000000000005,-2.3000000000000003,c3,4.0,0.0,1
51.3,109.0,5.4,2.7,c5,2.0,0.0,1
53.3,110.0,-0.1,-5.300000000000001,c3,2.0,0.0,0
43.3,74.0,6.5,3.4000000000000004,c4,3.0,0.0,0
57.0,87.0,6.2,9.5,c1,3.0,1.0,0
41.3,101.0,-1.8,-4.1000000000000005,c1,4.0,1.0,1
56.8,109.0,1.1,-0.1,c2,1.0,0.0,0
59.7,64.0,-1.4,-3.8,c3,3.0,1.0,1
51.8,136.0,3.9,7.300000000000001,c1,4.0,0.0,0
48.7,73.0,1.7000000000000002,6.9,c2,1.0,1.0,1
53.400000000000006,70.0,6.1000000000000005,1.8,c1,4.0,1.0,1
27.3,98.0,-0.5,1.0,c5,3.0,1.0,1
52.6,NA,3.8,10.6,c3,5.0,0.0,0
49.3,88.0,4.1000000000000005,-3.0,c1,5.0,1.0,1
49.8,66.0,4.9,6.800000000000001,c1,4.0,0.0,1
55.8,85.0,0.2,-8.8,c5,3.0,NA,1
49.6,88.0,2.0,0.3,c2,3.0,1.0,1
41.0,118.0,6.0,3.1,c3,3.0,0.0,0
49.0,133.0,NA,-13.1,c5,4.0,1.0,1
50.7,106.0,7.2,NA,c5,2.0,1.0,1
51.1,119.0,-3.2,-3.8,c1,2.0,1.0,1
51.5,97.0,-2.7,-7.9,c3,3.0,NA,0
58.5,91.0,NA,0.6000000000000001,c5,2.0,0.0,1
41.5,45.0,6.2,7.7,c1,4.0,NA,1
51.6,111.0,5.2,-4.6000000000000005,c3,2.0,NA,0
60.5,142.0,-1.7000000000000002,-16.5,c3,3.0,0.0,0
NA,63.0,2.1,0.0,c1,2.0,0.0,0
51.6,135.0,-0.7000000000000001,-5.5,c2,3.0,0.0,1
45.5,82.0,4.0,7.6,c1,2.0,1.0,1
NA,98.0,5.5,1.6,c1,3.0,0.0,1
42.900000000000006,82.0,-0.2,-0.4,c1,4.0,0.0,1
48.8,131.0,5.1000000000000005,2.1,c1,4.0,1.0,1
64.9,139.0,4.4,-4.3,c2,2.0,0.0,0
40.0,82.0,1.4,-0.3,c5,3.0,0.0,1
40.8,87.0,-1.2000000000000002,-8.3,c5,2.0,0.0,0
39.7,51.0,5.800000000000001,-2.4000000000000004,c4,4.0,NA,0
64.0,63.0,3.3000000000000003,-3.4000000000000004,c3,5.0,1.0,1
46.5,80.0,-1.2000000000000002,-7.7,c1,4.0,NA,0
50.0,95.0,1.0,-1.6,c2,5.0,0.0,1
46.900000000000006,109.0,-6.5,-8.9,c3,3.0,0.0,0
42.6,83.0,-0.7000000000000001,-1.1,c5,4.0,1.0,1
48.3,85.0,-0.8,-9.0,c2,2.0,NA,0
69.8,54.0,5.0,1.7000000000000002,c3,1.0,1.0,0
61.3,133.0,5.800000000000001,1.4,c5,3.0,NA,0
43.3,95.0,1.2000000000000002,0.3,c3,3.0,0.0,0
55.3,131.0,-1.6,-2.0,c3,4.0,0.0,1
43.5,90.0,3.9,2.4000000000000004,c5,4.0,1.0,1
35.9,107.0,-0.7000000000000001,-6.4,c3,NA,0.0,0
58.3,99.0,0.4,-1.2000000000000002,c1,4.0,1.0,1
59.400000000000006,115.0,5.6000000000000005,1.2000000000000002,c5,3.0,1.0,1
58.5,121.0,-0.2,3.8,c4,1.0,1.0,0
46.400000000000006,112.0,1.1,-0.2,c1,1.0,0.0,0
48.8,109.0,5.7,3.8,c5,1.0,0.0,1
56.2,123.0,2.2,-5.1000000000000005,c1,2.0,0.0,1
53.3,113.0,-0.9,-4.9,c5,NA,0.0,1
47.0,90.0,2.4000000000000004,1.6,c4,4.0,0.0,1
37.2,103.0,3.9,1.5,c1,3.0,0.0,1
51.1,57.0,-0.4,-2.3000000000000003,NA,1.0,1.0,1
58.8,98.0,5.9,-3.9,c1,4.0,1.0,1
40.6,127.0,-1.0,-6.0,c5,4.0,0.0,1
55.3,91.0,-3.6,-6.0,c3,2.0,0.0,1
52.8,103.0,-1.0,2.6,c2,2.0,1.0,1
56.2,148.0,-0.6000000000000001,-10.1,c5,4.0,1.0,1
57.1,109.0,3.0,-3.4000000000000004,c1,1.0,1.0,1
44.6,69.0,5.0,-5.300000000000001,c2,NA,1.0,0
NA,111.0,-2.7,-2.6,c3,5.0,1.0,1
45.900000000000006,85.0,4.5,7.4,c1,1.0,1.0,1
57.3,106.0,-0.2,-0.2,c1,2.0,1.0,1
45.8,40.0,5.5,5.7,c3,3.0,NA,0
NA,88.0,3.4000000000000004,-3.0,c1,1.0,1.0,0
35.6,94.0,-1.3,-1.2000000000000002,c2,4.0,0.0,1
64.2,112.0,5.5,-0.0,c3,1.0,1.0,0
NA,77.0,5.2,3.2,c2,2.0,1.0,1
56.3,98.0,0.1,0.6000000000000001,c1,3.0,NA,1
57.900000000000006,97.0,-5.6000000000000005,-7.800000000000001,c1,4.0,0.0,1
54.8,101.0,5.300000000000001,6.5,c1,2.0,0.0,1
48.2,83.0,3.5,0.8,c3,1.0,0.0,0
48.8,143.0,-2.7,-2.8000000000000003,c1,2.0,1.0,1
46.7,103.0,4.0,9.9,c5,1.0,NA,0
71.2,89.0,0.3,0.8,c1,2.0,NA,0
54.6,110.0,-0.6000000000000001,-5.300000000000001,c1,3.0,0.0,1
46.400000000000006,93.0,4.9,0.7000000000000001,c4,5.0,0.0,1
53.900000000000006,139.0,2.4000000000000004,4.2,c1,5.0,1.0,0
42.1,83.0,3.1,5.5,c2,4.0,0.0,1
62.2,116.0,-1.9,-3.5,c1,4.0,0.0,1
44.900000000000006,142.0,4.800000000000001,-3.9,c5,3.0,1.0,1
54.2,78.0,4.1000000000000005,-2.1,c1,5.0,NA,1
NA,136.0,1.1,0.1,c1,4.0,0.0,0
53.2,107.0,-2.7,-1.5,c3,4.0,0.0,1
50.900000000000006,88.0,1.2000000000000002,3.7,c2,2.0,0.0,1
50.2,83.0,4.0,-6.7,c4,4.0,1.0,0
49.7,136.0,-4.800000000000001,-2.1,c4,5.0,1.0,1
NA,105.0,4.7,8.5,c3,3.0,0.0,0
46.6,111.0,0.1,-11.7,c1,2.0,0.0,0
62.0,144.0,-0.9,-2.4000000000000004,c3,2.0,0.0,0
49.3,108.0,-1.6,0.2,c1,4.0,0.0,1
43.900000000000006,61.0,1.6,-6.2,c1,5.0,1.0,0
46.0,51.0,-2.4000000000000004,-5.800000000000001,c1,NA,0.0,0
59.0,157.0,-1.5,-0.6000000000000001,NA,1.0,0.0,0
55.6,115.0,-1.9,-5.5,c2,1.0,0.0,1
54.6,110.0,0.4,-2.8000000000000003,c3,4.0,0.0,1
48.1,146.0,-4.0,-4.2,c2,2.0,0.0,1
54.7,79.0,-1.6,-8.0,c1,4.0,0.0,1
45.0,24.0,-4.0,-9.7,c1,1.0,1.0,0
48.1,48.0,-1.2000000000000002,-0.7000000000000001,c2,1.0,1.0,0
NA,99.0,5.300000000000001,7.0,c3,2.0,0.0,0
57.2,115.0,6.1000000000000005,5.4,c1,2.0,0.0,0
42.3,125.0,6.300000000000001,NA,c3,5.0,1.0,0
43.3,112.0,0.5,0.6000000000000001,c4,2.0,0.0,0
51.0,33.0,5.300000000000001,10.9,c1,4.0,0.0,1
64.0,199.0,4.5,2.6,c4,5.0,1.0,0
NA,63.0,-0.9,-1.3,c5,4.0,1.0,1
52.400000000000006,137.0,-6.5,-5.6000000000000005,c5,5.0,0.0,1
39.1,97.0,3.3000000000000003,-1.4,c1,2.0,0.0,1
45.1,92.0,1.9,-3.3000000000000003,c1,4.0,0.0,1
47.2,89.0,4.6000000000000005,-1.4,c3,3.0,0.0,0
46.8,65.0,7.5,2.6,c2,5.0,0.0,1
45.900000000000006,58.0,4.3,11.0,c1,4.0,NA,1
50.2,96.0,4.5,10.1,c2,4.0,0.0,0
45.900000000000006,56.0,0.5,-2.6,c2,2.0,NA,0
38.5,125.0,0.1,-3.3000000000000003,c1,4.0,1.0,1
56.400000000000006,114.0,4.9,-6.4,c1,5.0,NA,1
56.2,167.0,1.4,-4.6000000000000005,c3,2.0,NA,0
56.900000000000006,100.0,-2.6,-7.300000000000001,c2,1.0,1.0,1
37.8,64.0,-1.8,-5.1000000000000005,c1,2.0,0.0,0
52.6,120.0,-0.9,-4.800000000000001,c5,5.0,1.0,1
55.6,103.0,-0.0,-0.7000000000000001,c3,3.0,NA,1
41.900000000000006,113.0,6.2,7.1000000000000005,c2,2.0,0.0,0
50.2,NA,1.9,-3.1,c1,5.0,NA,1
49.2,128.0,4.9,8.8,c3,1.0,0.0,0
64.9,162.0,-0.4,-0.5,c3,4.0,0.0,0
65.60000000000001,148.0,3.6,5.300000000000001,c4,4.0,1.0,0
36.8,63.0,3.5,-0.4,c1,3.0,0.0,1
NA,165.0,4.2,4.4,c3,2.0,NA,0
42.8,107.0,-4.2,-3.4000000000000004,c1,3.0,1.0,1
58.0,97.0,1.6,6.0,c5,2.0,0.0,1
57.900000000000006,100.0,5.9,6.300000000000001,c1,1.0,1.0,0
42.2,84.0,3.4000000000000004,5.0,c2,3.0,0.0,1
54.1,137.0,-1.4,-5.1000000000000005,c3,2.0,0.0,0
49.3,102.0,3.5,6.5,c3,5.0,0.0,0
54.6,108.0,3.0,-4.4,c3,3.0,0.0,0
52.0,99.0,-2.5,-6.2,c2,1.0,0.0,1
59.7,107.0,3.0,2.2,c4,3.0,0.0,0
50.8,70.0,2.0,-4.800000000000001,c2,2.0,1.0,0
48.8,120.0,0.0,-5.5,c2,2.0,1.0,0
NA,88.0,4.800000000000001,-1.3,c4,2.0,0.0,1
54.8,110.0,-2.2,-1.9,c2,2.0,0.0,1
56.0,99.0,7.2,4.0,c3,3.0,1.0,0
44.8,112.0,3.3000000000000003,5.4,c1,2.0,0.0,0
41.8,77.0,3.6,9.5,c1,1.0,1.0,0
45.6,66.0,3.1,2.3000000000000003,c2,4.0,0.0,1
45.2,119.0,3.7,-0.6000000000000001,c1,2.0,0.0,1
56.5,89.0,0.2,0.1,c1,2.0,0.0,1
58.0,118.0,3.6,-2.3000000000000003,c2,3.0,0.0,1
48.900000000000006,133.0,0.1,-1.8,c3,4.0,1.0,0
61.6,100.0,5.5,13.6,c1,3.0,0.0,0
61.1,116.0,-1.9,NA,c2,1.0,1.0,1
52.1,92.0,-2.8000000000000003,-2.8000000000000003,c1,3.0,0.0,1
43.6,93.0,4.5,1.7000000000000002,c1,4.0,1.0,1
62.8,120.0,6.7,2.5,c1,1.0,1.0,0
49.7,124.0,1.9,2.1,c3,1.0,0.0,0
51.2,85.0,3.3000000000000003,-4.1000000000000005,c2,4.0,1.0,1
47.400000000000006,130.0,-0.4,-2.7,c5,3.0,1.0,1
43.0,132.0,3.8,-4.0,c3,2.0,NA,0
38.400000000000006,88.0,2.0,NA,c5,4.0,0.0,1
55.2,88.0,5.7,7.6,c1,1.0,1.0,1
43.900000000000006,89.0,0.2,-4.7,c2,3.0,1.0,0
NA,138.0,-2.6,-11.8,c2,4.0,1.0,0
41.5,134.0,4.800000000000001,4.6000000000000005,c2,2.0,1.0,0
40.1,81.0,1.9,-0.1,c4,3.0,0.0,0
NA,145.0,-4.3,4.1000000000000005,c2,2.0,1.0,0
62.400000000000006,124.0,2.9000000000000004,6.9,c1,5.0,0.0,0
50.7,103.0,-2.0,-0.7000000000000001,c3,3.0,1.0,0
54.7,99.0,3.8,-0.5,c1,2.0,0.0,1
35.4,68.0,-0.4,NA,c1,3.0,0.0,1
44.7,115.0,4.3,3.4000000000000004,c2,3.0,1.0,1
41.6,66.0,5.1000000000000005,4.3,c1,NA,NA,1
35.0,101.0,-2.6,-6.9,c3,4.0,0.0,0
51.1,141.0,4.0,-3.9,c2,4.0,NA,1
32.2,54.0,-1.2000000000000002,5.5,c4,5.0,0.0,0
39.6,115.0,-3.2,-4.3,NA,2.0,1.0,1
45.900000000000006,121.0,NA,-2.1,c2,3.0,0.0,1
43.5,113.0,-3.2,-8.0,c2,5.0,0.0,0
53.3,89.0,-1.6,2.7,c3,5.0,0.0,1
52.6,101.0,0.4,3.1,c1,2.0,0.0,1
57.3,109.0,2.9000000000000004,1.2000000000000002,c1,3.0,0.0,1
56.2,167.0,4.5,3.3000000000000003,c1,2.0,0.0,0
59.3,116.0,4.0,3.1,c2,4.0,0.0,0
50.1,95.0,3.9,2.3000000000000003,c4,3.0,1.0,1
52.6,74.0,3.8,4.0,c3,3.0,1.0,0
54.3,81.0,2.2,1.9,c2,5.0,0.0,1
51.3,84.0,6.0,2.9000000000000004,c1,1.0,0.0,1
47.0,105.0,2.7,-4.2,c2,5.0,1.0,1
47.5,58.0,5.800000000000001,3.3000000000000003,c3,3.0,1.0,0
43.6,71.0,5.300000000000001,6.2,c2,1.0,0.0,0
53.5,56.0,1.8,2.8000000000000003,c4,5.0,0.0,1
49.400000000000006,137.0,5.1000000000000005,8.4,c2,5.0,1.0,0
44.900000000000006,94.0,4.2,NA,c1,5.0,0.0,1
44.900000000000006,100.0,2.9000000000000004,3.9,c4,4.0,0.0,0
40.5,55.0,1.3,0.3,c2,2.0,NA,0
NA,145.0,5.300000000000001,4.5,c2,2.0,0.0,0
50.8,142.0,5.2,0.5,c5,2.0,1.0,1
43.3,91.0,0.8,2.4000000000000004,c4,2.0,NA,1
56.6,98.0,3.8,7.4,c5,5.0,1.0,1
45.7,108.0,-2.2,0.8,c3,3.0,0.0,0
38.900000000000006,101.0,3.9,4.2,c2,2.0,0.0,1
58.3,138.0,-2.6,-4.9,c2,4.0,1.0,1
45.900000000000006,111.0,-4.9,-7.4,c2,3.0,0.0,1
46.900000000000006,121.0,-2.1,-4.1000000000000005,c1,2.0,1.0,1
50.5,82.0,4.5,-0.8,c4,5.0,NA,1
59.3,140.0,6.9,5.6000000000000005,c1,3.0,0.0,0
50.3,88.0,-1.7000000000000002,-14.9,c4,3.0,NA,0
40.6,17.0,-0.5,-4.3,NA,1.0,0.0,0
54.5,95.0,4.6000000000000005,2.7,c1,3.0,1.0,1
46.3,79.0,0.6000000000000001,9.6,c1,3.0,0.0,0
65.3,132.0,-3.8,-4.9,c2,4.0,0.0,0
50.2,123.0,5.2,3.1,c1,1.0,1.0,0
32.300000000000004,75.0,-0.3,-5.4,c1,NA,0.0,0
53.0,159.0,1.4,6.9,c3,1.0,0.0,0
65.7,112.0,-3.3000000000000003,-8.0,c2,NA,0.0,1
62.8,68.0,3.3000000000000003,9.9,c1,3.0,1.0,0
NA,133.0,3.8,-1.5,c1,1.0,0.0,0
