record_id,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,ingest_marker,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
P59585985,58.6,114.0,3.6,5.4,c5,,0.0,1,Z-XUA,1.0,A,-0.7928960017717447,41.44548745276987
P46523757,56.900000000000006,113.0,-0.6000000000000001,,c4,4.0,1.0,1,Z-YNV,1.0,,0.2737372792898871,39.5954320239802
P63011547,62.0,102.0,4.9,-0.0,c2,4.0,1.0,0,Z-LVO,1.0,A,0.8420075697034535,45.31515929466973
P74697710,48.6,76.0,-1.4,-3.5,c1,4.0,0.0,1,Z-CBJ,1.0,A,1.0696526969145734,30.289354943893297
P36402464,33.7,58.0,-1.3,1.9,c2,3.0,0.0,0,Z-KSZ,1.0,A,-0.3681820771084707,13.507148230922358
p28313665,48.6,121.0,3.9,4.0,c4,1.0,1.0,0,Z-POW,1.0,A,-0.4716719089251968,30.30272480294591
P89742696,56.7,127.0,0.0,2.8000000000000003,c2,2.0,,0,Z-MFW,1.0,A,-0.2652753933062616,39.305621389968515
P64001864,42.400000000000006,122.0,-1.0,3.3000000000000003,c3,4.0,0.0,0,Z-AYJ,1.0,A,0.4563751295649588,23.271796443964337
P31578009,48.7,79.0,1.8,,c3,2.0,0.0,0,Z-FTX,1.0,B,-2.38676976294094,30.412706445596022
P59621673,44.6,,-3.0,-3.6,c1,5.0,1.0,1,Z-RWU,1.0,A,1.758734914328356,
P22945724,62.2,,4.1000000000000005,-0.9,c3,1.0,0.0,0,Z-CPD,1.0,A,-0.3054888737656578,45.51826326658817
P75863833,56.2,122.0,5.300000000000001,2.0,c1,3.0,1.0,0,Z-QKT,1.0,B,-0.0349240654763672,38.74511313865907
P37839387,55.400000000000006,86.0,4.6000000000000005,1.6,c4,1.0,0.0,1,Z-YEJ,1.0,A,-0.7523488280067878,37.86386558579563
P99765497,55.1,81.0,-1.4,2.3000000000000003,c1,4.0,0.0,1,Z-NUU,1.0,A,-0.7720234388676649,37.594411818088744
,49.900000000000006,114.0,-1.8,,c2,3.0,0.0,1,Z-FHL,1.0,A,0.1638503212143258,31.66475672703086
P85781284,51.7,127.0,-1.9,-2.5,c1,3.0,0.0,1,,,A,-0.2911444469995273,
P89566581,40.7,68.0,5.0,-1.5,c1,1.0,1.0,0,Z-EKB,1.0,,-0.0230232462998255,21.333338775209143
P23143379,32.7,87.0,4.0,7.0,c3,3.0,1.0,1,Z-MSP,1.0,A,-0.765400356972949,12.32202219124489
P69135853,51.400000000000006,135.0,28.000000000000004,-2.4000000000000004,c3,2.0,1.0,0,Z-DJD,1.0,A,0.9780703705465912,
P41137999,52.8,,6.1000000000000005,2.6,c5,2.0,1.0,1,Z-BEV,1.0,A,-0.6141055167334307,34.9159123064493
P20974436,59.8,78.0,58.00000000000001,9.0,c2,2.0,0.0,0,Z-TAA,1.0,A,0.3819104551507049,42.8833811158284
P56970293,62.7,86.0,-1.6,0.8,c1,4.0,0.0,1,Z-RCL,1.0,A,-1.0403146021438971,46.14202234474131
P45430091,62.7,103.0,6.300000000000001,0.3,c1,2.0,0.0,0,Z-PHV,1.0,A,0.6287628011727883,
P45012275,42.2,75.0,4.1000000000000005,-2.6,c2,1.0,0.0,0,Z-URK,1.0,A,0.5816993538259893,
P19248230,47.3,95.0,,1.6,c1,2.0,0.0,1,Z-CRF,,A,0.6134034127326559,28.829614685452075
P41577243,54.0,106.0,0.0,-4.0,c2,4.0,0.0,1,Z-CJE,1.0,?,-0.803449653525936,36.323008662932416
P73515244,70.4,127.0,6.7,-2.0,c1,,0.0,0,Z-FDI,1.0,A,-0.028443309504364,54.7871420996796
,,139.0,-1.7000000000000002,-6.300000000000001,c5,1.0,0.0,1,Z-ZNC,1.0,,0.3305470633861822,45.32089283342525
p86945398,59.1,95.0,4.7,-9.1,c1,1.0,0.0,0,,1.0,A,1.3206297388563637,42.07457445798542
P43777341,47.1,129.0,2.5,4.4,c3,1.0,0.0,0,Z-EBT,1.0,A,-0.1599339844291609,
P18414676,43.1,114.0,1.6,3.3000000000000003,c2,4.0,0.0,1,Z-BEO,1.0,A,0.4340459851061327,
P84054602,56.5,134.0,2.9000000000000004,6.9,c2,5.0,0.0,0,Z-XFR,1.0,A,-0.018935631513883,39.100170950449154
P54990088,41.3,68.0,-0.5,-0.6000000000000001,c3,4.0,0.0,0,Z-SMF,1.0,A,-0.9840761465729,
P24646197,48.3,,3.3000000000000003,-0.7000000000000001,c4,3.0,1.0,0,Z-ZBE,1.0,A,-1.4618272278738915,29.85407284117728
P32015469,,118.0,4.0,6.2,c3,2.0,1.0,0,Z-OPB,1.0,A,-1.361622339533043,30.966998458982697
P89053045,62.900000000000006,116.0,3.6,-1.4,c1,2.0,0.0,0,Z-LYH,1.0,A,0.814489473366362,46.33620880210528
P35653865,47.3,77.0,0.2,-7.1000000000000005,c1,4.0,0.0,1,Z-VKF,1.0,A,-2.185351744779462,28.8077242733629
P47849363,30.6,48.0,5.9,2.9000000000000004,c4,4.0,0.0,1,Z-VDQ,,A,,10.04675325284646
P77211768,54.2,89.0,4.7,4.2,c2,5.0,0.0,1,Z-QHS,1.0,A,-1.3691786651516131,36.54000182896222
P68864628,44.6,60.0,-1.9,-6.7,c3,5.0,,0,Z-OXI,1.0,A,-0.0633834067317204,25.70880332206466
P97932685,50.5,178.0,-1.8,-7.6,c2,4.0,,1,Z-VXI,1.0,A,-0.385726186684677,32.38367921993972
P84310550,49.5,47.0,2.4000000000000004,-1.3,c3,2.0,0.0,0,Z-HBL,,A,1.0472171465637046,31.21965769242089
P35101677,48.0,70.0,-4.7,-4.0,c2,5.0,0.0,0,Z-TRX,1.0,A,0.2131909983638134,29.536664037640087
P90246666,56.5,127.0,2.9000000000000004,0.3,c2,1.0,1.0,0,Z-RFL,1.0,A,-0.9527567043952035,
P58830674,37.9,61.0,4.2,13.2,c5,2.0,0.0,1,Z-LKW,1.0,A,0.6859932680265121,
P30455731,46.0,84.0,-0.1,-2.3000000000000003,c2,4.0,0.0,1,Z-JSL,1.0,A,-0.5175113508644746,
P37928109,55.6,120.0,3.3000000000000003,4.4,c1,3.0,1.0,0,Z-EMY,1.0,A,0.5810804046100273,38.15634121805643
P45845185,45.2,120.0,,-4.2,c2,2.0,0.0,1,Z-DQF,1.0,A,-0.5982690789524592,26.473237021900687
P15592530,37.3,71.0,39.0,4.3,c1,3.0,0.0,1,Z-CQP,1.0,A,-2.0447458207869036,17.520739616570253
P14199485,55.5,,,-0.1,c1,4.0,0.0,1,,1.0,A,0.6111246694169358,38.01699808931062
P64222257,59.1,70.0,2.9000000000000004,0.9,c3,2.0,1.0,1,Z-YQK,,A,-0.3784302979658841,42.107851673973855
P84171712,49.8,83.0,5.300000000000001,10.2,c1,3.0,1.0,1,Z-EIU,1.0,A,2.27373974002222,31.595043131212943
P23981791,34.5,87.0,4.800000000000001,1.0,c2,2.0,1.0,1,Z-ENI,1.0,A,0.1346111046830021,14.352389613774209
P21796848,55.8,163.0,5.0,-2.8000000000000003,c2,2.0,1.0,0,Z-YDT,1.0,A,-1.4526655195414235,38.35372772028934
P71890083,36.9,52.0,4.3,-2.7,c1,2.0,0.0,0,Z-WGL,1.0,A,-0.4825016992912662,17.061009067222805
P71748871,52.6,74.0,-1.0,-1.8,c1,4.0,0.0,1,Z-FIX,1.0,A,1.5052368797176798,34.77919349163349
P77249165,,98.0,1.6,0.3,,2.0,0.0,0,Z-PZE,1.0,A,-0.1855179950469031,24.01282557732056
P91999453,40.900000000000006,86.0,5.800000000000001,3.8,c5,3.0,1.0,1,Z-IJS,1.0,A,-0.6225207646312411,
P22810988,46.6,75.0,1.3,-5.9,c1,,0.0,0,Z-OMS,1.0,A,-0.2428963050433421,28.02280984628279
P55094103,48.7,65.0,4.9,11.3,c1,1.0,0.0,1,Z-UNX,1.0,A,0.0357134870927428,
?,45.0,78.0,63.00000000000001,10.1,,,0.0,1,Z-PVS,1.0,A,-0.5628885573190876,26.202125746521965
P60073720,54.900000000000006,122.0,6.000000000000001,-0.5,c4,2.0,0.0,1,Z-VTX,1.0,A,-1.1418391953443623,
p28752711,46.6,85.0,2.2,-6.1000000000000005,c5,3.0,0.0,1,Z-QCN,1.0,A,-1.4863526596895116,27.985375593870497
P35866570,,,6.1000000000000005,10.4,,4.0,1.0,0,Z-KAY,1.0,A,,40.82171784504639
P78682222,52.400000000000006,101.0,2.5,5.4,c5,5.0,0.0,1,Z-ILZ,1.0,A,2.727831263065809,34.530558490791314
,44.6,107.0,4.0,2.3000000000000003,c4,5.0,,0,Z-PRN,1.0,A,0.4401823737332787,25.72198514063323
P35734256,43.2,96.0,2.9000000000000004,6.0,c1,5.0,0.0,1,Z-DFR,1.0,A,1.3750368503705463,24.206541045509425
P55474532,37.0,67.0,-0.9,-4.5,c3,1.0,0.0,0,Z-YYV,1.0,?,0.6804533099884389,17.17253330857305
P72061548,52.5,,3.4000000000000004,-2.7,?,3.0,0.0,1,Z-KUX,1.0,A,0.281924550664804,34.6165986008014
P77097247,47.3,63.0,6.800000000000001,,c2,4.0,1.0,1,Z-HIR,1.0,A,-1.443670379450566,28.808712074737777
P68310355,31.200000000000003,53.0,-0.3,,c3,4.0,1.0,0,Z-PNE,,A,0.0299044928363313,10.650240247428371
P88220221,45.900000000000006,82.0,-1.7000000000000002,,c1,3.0,0.0,0,Z-GRK,1.0,A,,27.1785661450754
p61766675,42.900000000000006,99.0,-1.3,-0.5,c5,2.0,0.0,1,Z-ACS,1.0,A,-0.1836401759388982,23.89069373670543
P10444430,,,3.3000000000000003,2.3000000000000003,c5,,1.0,0,Z-CLI,1.0,A,-0.3963493355817375,46.18109832953594
P29588223,36.5,55.0,-1.9,-9.2,c4,4.0,1.0,0,Z-QPR,1.0,A,0.069874521214583,16.674992492960214
P86797063,38.6,55.0,-0.8,-4.1000000000000005,c1,4.0,1.0,0,Z-RHL,1.0,A,-0.0139989675965556,19.027842802393515
P85085109,59.0,117.0,-1.9,-8.9,c3,2.0,0.0,0,Z-UHA,1.0,A,-0.3026567473126126,41.9897267879513
P34073757,61.0,77.0,-3.0,-6.300000000000001,c4,1.0,0.0,1,Z-RNR,1.0,A,-0.5051347623030801,44.21086841717567
P41934274,44.2,118.0,0.9,,c1,5.0,0.0,1,Z-LKS,1.0,A,-0.1010365443781628,25.295153551469227
P39506419,45.1,86.0,3.1,5.300000000000001,c3,3.0,0.0,0,Z-DBT,1.0,A,0.2848199110479976,26.311227594719803
P79350518,55.1,,1.5,-0.9,c1,4.0,0.0,1,Z-VEJ,1.0,A,0.3106606498712564,37.546118568979814
p13881012,31.5,37.0,6.7,3.3000000000000003,c3,5.0,1.0,1,Z-SRH,1.0,A,0.3754035016833585,
P52747491,35.300000000000004,84.0,-19.0,-4.9,,5.0,1.0,0,Z-FWH,1.0,A,1.0585082801331558,15.249256839449997
P59454993,47.900000000000006,104.0,-1.2000000000000002,-9.9,c4,2.0,1.0,0,Z-HNF,1.0,A,0.5590372083581115,29.473399392343595
,62.6,,,-0.7000000000000001,c2,4.0,0.0,1,Z-QUH,,A,1.190787526314356,45.94901509516213
P60852738,46.7,91.0,,4.800000000000001,c3,3.0,0.0,0,Z-NGK,1.0,A,1.2860932688955045,28.078429206499344
P74100010,51.0,71.0,46.00000000000001,3.4000000000000004,c1,2.0,0.0,1,Z-KMC,1.0,A,-0.7902559469790097,32.90843112561639
P79076514,59.2,109.0,0.9,2.1,c3,3.0,0.0,0,Z-OAJ,1.0,A,0.0151470412975945,42.20410345307611
P40677376,67.0,169.0,9.0,2.3000000000000003,c4,3.0,0.0,0,Z-SSS,1.0,A,0.0265150485853553,50.96196259950331
P75036293,45.5,150.0,0.2,7.9,c3,2.0,0.0,0,Z-PYJ,,A,0.1776181086738851,26.808363741665183
P78711733,50.0,94.0,6.9,-0.3,c4,2.0,0.0,1,Z-EXZ,1.0,A,-0.7423191593427921,31.848469486399164
P87476796,,293.6618469372997,7.0,5.5,c3,3.0,0.0,0,Z-ORW,1.0,A,2.167337271950682,48.39849699208558
P50042869,38.0,90.0,-0.4,-0.5,c2,4.0,,1,Z-WCJ,1.0,A,-1.888482430263468,18.300206523277144
,58.400000000000006,68.0,-18.0,-4.6000000000000005,c4,5.0,0.0,1,Z-KBW,1.0,A,-0.5883251710788434,41.2482296349844
P76648654,42.0,56.0,0.2,-4.1000000000000005,c1,4.0,1.0,0,Z-TEQ,1.0,A,0.575609900676414,22.835160208748675
P64688767,51.0,39.0,5.0,4.9,c3,4.0,1.0,1,Z-SUA,1.0,A,-1.6548402579087431,32.92225130392841
p72779219,48.2,304.27396934255484,0.2,0.3,c3,1.0,0.0,0,Z-KDW,1.0,A,-0.3381440874003288,29.81642857339753
P75067114,42.5,140.0,9.0,-5.300000000000001,c4,3.0,0.0,1,Z-FCJ,1.0,A,0.1219372670819804,23.377895593688937
P95079334,42.3,,-0.0,-9.2,c2,2.0,1.0,0,Z-LSV,1.0,A,-0.7286570391623327,23.152082651075524
P97620214,52.400000000000006,105.0,6.0,1.5,c2,,0.0,0,Z-WLH,1.0,A,0.588483943664603,
P46777867,58.1,111.0,-0.7000000000000001,-5.0,?,4.0,0.0,1,Z-RZD,1.0,A,-1.759873959867987,40.95985395346414
p12374631,49.1,89.0,3.4000000000000004,3.9,c5,5.0,0.0,1,Z-KDX,1.0,A,-1.1920628107164095,
P41409087,50.7,130.0,1.5,-4.2,c2,2.0,1.0,1,Z-AAL,1.0,A,1.7352887418090208,32.63101842859895
P15065844,54.7,114.0,8.0,-1.7000000000000002,c2,3.0,,1,Z-UXZ,1.0,A,0.1244748091800133,37.14056659661942
P99534683,42.400000000000006,89.0,0.8,-8.200000000000001,,1.0,,0,Z-ADU,1.0,A,,23.25543104288336
p78797308,56.1,81.0,5.0,-3.8,c3,4.0,1.0,1,Z-PQO,1.0,A,,38.65723257571631
P56471335,56.7,128.0,-1.3,,c1,2.0,0.0,1,Z-BFO,,A,-0.6361471824546265,
P47662163,71.0,131.0,4.9,1.7000000000000002,c2,3.0,1.0,0,Z-LRD,1.0,A,0.4993901031288748,55.43263668875369
P86179016,47.1,270.76698578408207,,-0.4,c3,2.0,1.0,0,Z-FQJ,1.0,A,-1.1814695493756386,28.61506228496376
P73065818,46.5,121.0,-3.8,-4.3,c3,1.0,1.0,0,Z-MIB,1.0,A,,27.87726378498685
P77850540,56.3,67.0,-3.6,-12.0,c1,4.0,0.0,0,Z-TUA,1.0,A,,
P32511720,56.7,103.0,0.6000000000000001,-2.0,c4,3.0,0.0,1,Z-NIM,1.0,A,-1.1602721437700605,39.37193752020925
P20855080,45.900000000000006,81.0,-3.4000000000000004,-5.4,c2,4.0,0.0,0,Z-ISP,1.0,A,0.0019657146316487,27.184215619609592
P96197566,46.900000000000006,81.0,-2.7,-10.1,c1,5.0,0.0,0,Z-KBP,1.0,A,-0.3713727626508943,
P80592412,54.5,78.0,,3.2,c1,3.0,1.0,1,Z-LKJ,1.0,A,,
P77846575,43.5,70.0,-1.4,-12.0,c4,4.0,0.0,0,Z-OWC,1.0,A,0.0025107354806219,24.551741833388046
P21356025,46.900000000000006,65.0,1.2000000000000002,-3.5,c5,2.0,1.0,1,,1.0,A,0.252998421059214,28.305194107864867
P68413073,50.900000000000006,124.0,6.2,7.1000000000000005,c4,3.0,,0,Z-MDR,1.0,A,-2.024140698418838,32.80633490631591
P66805015,58.1,124.0,-2.2,-13.0,c4,4.0,1.0,0,Z-YSH,1.0,A,0.9989299254893718,40.96344816340032
P36266429,45.3,101.0,18.0,2.8000000000000003,c2,5.0,0.0,0,Z-VPA,1.0,A,,
P69264803,35.4,24.0,3.8,-3.2,c2,2.0,0.0,0,Z-EAZ,1.0,A,-0.8179162775816173,15.418539841723952
P82839307,34.800000000000004,127.0,-3.4000000000000004,-7.1000000000000005,c4,4.0,1.0,1,Z-GFU,1.0,A,0.1504282413734768,14.750622792336102
P77412386,40.1,72.0,4.4,8.200000000000001,c2,4.0,0.0,1,Z-SNW,1.0,A,0.685572424873536,20.6652823996448
P92721708,39.6,130.0,5.2,0.3,c3,2.0,0.0,0,Z-TCB,1.0,A,0.9694033215662272,20.181490536200563
P53181746,48.900000000000006,119.0,5.0,9.6,c3,3.0,0.0,0,Z-JUZ,1.0,A,-1.5256453761404871,30.608503172420814
P81226905,40.6,78.0,4.2,0.8,c1,3.0,0.0,1,Z-KBT,1.0,A,-0.0691787232779333,21.300078617621555
P68573712,44.5,146.0,2.7,0.4,c1,1.0,0.0,0,Z-DTN,1.0,A,0.8590300554392024,25.67520536160916
,44.0,105.0,38.0,5.300000000000001,c1,3.0,1.0,1,Z-WIT,1.0,A,-0.656946673235319,25.033227035161552
?,46.6,88.0,3.5,3.8,c1,5.0,1.0,1,Z-ZJP,1.0,A,-0.7007243651250732,28.035429252368058
P18297196,,108.0,4.0,2.5,c2,4.0,0.0,0,Z-VDF,1.0,A,-0.0813689587798301,43.9025389837081
P93383505,55.5,137.0,5.4,1.1,c1,2.0,0.0,0,Z-ZXW,1.0,A,0.947104862920896,37.95752830487465
P76710210,50.3,86.0,5.0,-3.8,c1,2.0,0.0,1,Z-BVF,1.0,A,0.8122953066510277,
P44932355,46.5,84.0,7.000000000000001,-7.4,c1,2.0,0.0,0,Z-TEK,1.0,A,0.3600234278956789,27.850763474772457
P87967552,46.7,78.0,3.9,7.300000000000001,c3,1.0,0.0,0,Z-YPN,1.0,A,-0.1509177556238414,28.100906090392808
P92379713,52.8,84.0,1.4,6.800000000000001,c4,,0.0,1,Z-RYI,1.0,A,-1.0823437442118606,34.949718229567544
P52855244,54.8,90.0,-3.8,-4.4,c2,4.0,0.0,1,Z-VEB,1.0,B,-0.7790884106655631,37.25752166017061
P47330865,-79.31867350217316,136.0,-1.1,-10.1,c3,3.0,1.0,0,Z-BTG,1.0,A,-1.7330435028996225,23.831442445094595
P17212826,50.5,128.0,-3.8,,c3,4.0,0.0,0,Z-RAL,1.0,A,1.2850340443429713,32.32832680052808
P34327553,33.9,79.0,3.4000000000000004,-2.1,c3,4.0,1.0,0,Z-RFU,1.0,A,0.4136901987783873,13.71542388203276
P58831920,51.900000000000006,,2.0,-2.2,c5,1.0,0.0,1,Z-EMS,1.0,A,-0.0553091457529267,33.90542405753537
P85827450,56.3,96.0,3.5,-2.3000000000000003,c3,5.0,0.0,1,Z-GBE,1.0,A,-0.2413527121515386,38.859343177628176
P31828477,47.900000000000006,87.0,5.4,5.4,c2,5.0,1.0,1,Z-VVW,1.0,A,0.3483599061919217,29.47938235807212
P79581876,64.7,173.0,-3.5,-3.6,c4,1.0,0.0,0,Z-IAB,1.0,A,-1.926156484545864,48.34874296526095
,,96.0,-2.7,2.7,c3,1.0,1.0,0,Z-PGK,1.0,A,1.3642482243435974,24.068853973075548
P10471102,51.900000000000006,123.0,3.2,-0.5,c2,4.0,1.0,1,Z-RSZ,1.0,A,0.6625973897238578,33.95696373772935
P94221677,49.900000000000006,105.0,1.7000000000000002,0.7000000000000001,c3,3.0,1.0,0,Z-GPD,1.0,A,-0.7893567803697726,31.6775772800064
P10989028,49.400000000000006,75.0,-2.2,-0.4,c1,5.0,0.0,1,Z-HAW,1.0,A,-0.1697504730862735,31.09732099300933
P84908044,49.2,102.0,-1.8,1.2000000000000002,c3,2.0,1.0,0,Z-QGD,1.0,A,2.080769945220882,30.971100487957273
P67810057,51.0,73.0,-2.9000000000000004,-9.3,c3,4.0,0.0,0,Z-GUY,1.0,A,0.7855402097222939,32.96394527008525
P67101735,56.900000000000006,144.0,2.7,2.5,c3,3.0,0.0,0,Z-DZF,1.0,A,1.465555570477999,39.6316286911733
p83522105,61.2,99.0,-1.5,-2.3000000000000003,c1,3.0,1.0,1,Z-PJH,1.0,A,0.1073976264721679,44.3996261264727
P77365766,50.1,85.0,5.6000000000000005,4.6000000000000005,c2,2.0,1.0,1,Z-SGG,1.0,A,-0.8443722409986085,31.979747799462583
P86490543,56.7,133.0,-0.4,-1.7000000000000002,c4,3.0,1.0,1,Z-OIR,1.0,A,-0.3795305750076296,39.3378446495447
P70430090,44.5,72.0,1.6,7.1000000000000005,c2,3.0,0.0,1,Z-FFZ,1.0,A,1.0361676556331578,25.68409748359896
P99944633,56.3,105.0,4.2,-1.7000000000000002,c5,2.0,0.0,1,Z-EJO,1.0,A,0.2332810280787358,
p51655043,44.1,19.0,3.5,-2.5,c1,4.0,0.0,0,Z-HPZ,1.0,A,-0.5647510499218249,25.14207628555709
P48014222,58.900000000000006,106.0,-3.1,-7.800000000000001,c3,2.0,1.0,1,Z-OVY,1.0,,-2.6799995441866376,41.815939424793186
P20914436,67.9,146.0,,0.0,c1,2.0,1.0,0,Z-AHM,1.0,A,0.7769413944254746,
P95640968,,82.0,25.0,1.9,c3,1.0,0.0,0,Z-CEW,,A,0.9679864785180008,30.901245008257472
?,32.6,86.0,,-4.2,c5,4.0,0.0,1,Z-JWX,1.0,A,-0.0284203405378192,12.26710858273332
P90710021,45.8,93.0,2.6,5.0,c2,2.0,1.0,1,Z-NGH,,A,0.0540750232812231,27.06734360079659
P55546311,60.0,146.0,5.2,3.0,c2,5.0,0.0,0,Z-PTY,1.0,A,-0.0998583205276421,43.08687620860373
P32646138,54.6,88.0,,2.2,c4,4.0,0.0,1,Z-BRW,1.0,A,-1.25900365644457,36.97769108322721
p62387656,52.2,97.0,5.2,-2.7,c2,5.0,1.0,1,Z-RSF,1.0,A,0.2884262492473321,34.24022238807527
P19645968,58.2,74.0,-21.0,4.3,c2,2.0,0.0,1,Z-SPT,1.0,A,-1.2307910793182115,41.07801520359355
P37135528,54.0,104.0,3.2,1.0,c1,3.0,1.0,1,Z-KYF,1.0,A,-0.0751644443424876,36.360080953235794
P21449758,59.900000000000006,105.0,0.3,5.6000000000000005,c2,5.0,1.0,0,Z-FOQ,1.0,A,0.2074538355177439,42.959526687060226
P17056856,57.5,139.0,2.6,-2.0,c3,5.0,0.0,0,Z-HLV,1.0,A,-0.0014962089707029,
P40811132,62.3,104.0,4.9,6.2,c2,4.0,0.0,0,Z-NFZ,1.0,A,-1.1007245998690895,45.69530407463263
P79865260,53.0,94.0,-1.2000000000000002,-5.0,c1,5.0,1.0,1,Z-CBG,1.0,A,-0.9422754828848092,
?,57.400000000000006,94.0,0.9,6.9,c1,1.0,0.0,0,Z-GYW,1.0,A,0.3277392484945008,40.147334613445594
P95883551,47.7,97.0,6.6000000000000005,8.9,c1,1.0,1.0,0,Z-JIH,1.0,A,-1.349482656689581,29.235856342227933
P93751953,45.3,146.0,5.5,6.800000000000001,c4,3.0,0.0,0,Z-HLI,1.0,A,-1.0069567348374475,
P18198448,63.8,29.0,-3.4000000000000004,-7.7,c5,2.0,1.0,1,Z-UGL,1.0,A,0.4743657458387291,47.36090876377076
P29886619,51.900000000000006,102.0,5.6000000000000005,11.3,c2,5.0,0.0,0,Z-IJZ,,A,-0.5440587300139861,33.94584208690419
P55417308,56.6,143.0,3.0000000000000004,7.300000000000001,c4,1.0,,0,Z-YEI,1.0,A,0.4023214755472041,39.24392509276141
P45465548,51.1,88.0,-1.8,-4.800000000000001,c1,2.0,1.0,1,Z-FRX,1.0,A,-0.0914501565087447,33.11366012970251
P41655045,45.5,107.0,1.8,0.6000000000000001,c4,2.0,1.0,0,Z-XKG,1.0,A,0.1310620480427779,26.72135914172032
P58767594,50.2,132.0,2.5,4.5,?,4.0,0.0,1,Z-PMS,1.0,A,-0.3460286588418664,
p65850367,61.7,112.0,,-10.0,c1,1.0,1.0,0,Z-CBB,1.0,A,-1.1186150228019387,
P32706528,54.6,90.0,6.6000000000000005,9.0,c1,4.0,0.0,1,Z-KSS,1.0,A,-1.4653847979296954,36.997160668514816
P53694697,36.5,,0.7000000000000001,3.4000000000000004,c2,5.0,0.0,1,Z-DAP,1.0,?,0.6343973254514205,
P54541173,48.400000000000006,111.0,5.800000000000001,1.1,c2,3.0,0.0,1,Z-IUM,1.0,A,,30.06279989081461
P31739367,64.4,,3.2,-8.1,?,1.0,1.0,0,Z-JNQ,1.0,A,-0.8041529271104985,48.04064413434241
P59744570,48.400000000000006,114.0,3.4000000000000004,2.7,c1,1.0,1.0,1,Z-KZW,1.0,A,1.729067952781547,30.075828243350394
?,35.7,102.0,-2.1,-8.200000000000001,c3,2.0,1.0,0,Z-ODL,1.0,A,0.2829461073668572,15.795691774392374
P14419512,,124.0,0.9,-7.6,c3,1.0,0.0,0,Z-YFT,1.0,A,0.0988440414331753,49.03743996880289
P81906238,55.6,118.0,-0.8,-0.7000000000000001,c1,3.0,0.0,1,Z-BVM,1.0,A,0.5701810681590035,38.14153258831514
P95267560,49.6,114.0,3.9,7.4,c1,3.0,0.0,0,Z-MKM,1.0,A,-0.8011273157457923,31.369884270684796
P74409723,47.2,83.0,2.6,-0.3,c3,2.0,0.0,0,?,1.0,A,-0.6656458084764929,28.65724037526138
P82562299,58.8,147.0,-1.2000000000000002,2.3000000000000003,c3,4.0,0.0,0,Z-KQE,1.0,,-0.6090605400917678,41.741167368125616
P23144543,45.8,65.0,4.800000000000001,5.4,c2,3.0,1.0,1,Z-VCX,1.0,A,-0.1363211506706063,27.122149397964268
P45245929,59.400000000000006,112.0,-0.1,-7.5,c2,3.0,0.0,0,Z-WOR,1.0,A,0.9068105084525498,42.33430782064389
P98417618,54.5,128.0,-1.9,-5.6000000000000005,?,4.0,1.0,1,Z-ZPE,1.0,A,0.6594173478407342,36.879757571518304
p79455322,52.1,75.0,1.9,4.6000000000000005,c2,5.0,1.0,1,Z-SDT,,A,-0.8802741311111578,34.20213732938615
P25141850,51.3,,0.8,-3.3000000000000003,c3,4.0,0.0,0,Z-LUD,,A,1.0203696106030506,33.30963324802036
P32000908,48.8,103.0,63.00000000000001,7.4,c4,1.0,0.0,0,Z-RMC,1.0,A,2.8588944970129457,30.4252876695724
P75470542,58.5,150.0,1.6,-1.9,c3,2.0,0.0,0,Z-UUY,1.0,A,-0.8092431894541432,41.41076108188339
P62079555,43.2,105.0,7.1000000000000005,,c1,3.0,0.0,1,Z-HTI,1.0,A,1.5063466512744927,24.211914511083492
P53419975,37.2,74.0,-0.7000000000000001,-0.4,c5,2.0,0.0,1,Z-SWH,1.0,A,-1.2813016207361694,17.402673858528118
P23187773,55.1,115.0,3.9,0.7000000000000001,c1,5.0,0.0,1,Z-KWQ,1.0,A,-0.49927542991104,37.529961106032275
P33179548,55.2,116.0,0.9,2.1,c5,2.0,1.0,1,Z-TMI,1.0,A,0.134981530199441,
?,,161.0,-1.6,-12.1,c2,,0.0,1,Z-WGL,1.0,A,-2.2889343220348475,36.322170372605896
,53.400000000000006,108.0,0.9,-5.4,c3,5.0,0.0,1,Z-KGK,1.0,A,-0.2400634103924516,
P83810404,47.6,92.0,0.6000000000000001,-3.1,c2,2.0,0.0,0,Z-SUM,1.0,A,0.3719608980593092,29.11513659496207
P53307659,56.5,106.0,-1.3,2.2,c2,3.0,0.0,1,Z-YAT,1.0,A,,39.08734433946972
P88673141,49.8,105.0,3.1,-5.1000000000000005,,2.0,0.0,1,Z-MUI,1.0,A,0.3939234582319549,31.58997685920913
P43382746,46.3,63.0,14.000000000000002,-0.5,c1,4.0,,0,Z-DYT,1.0,A,0.4522732004955738,27.615977952663396
P86519528,47.7,86.0,-3.4000000000000004,-3.2,c1,4.0,1.0,1,Z-FYQ,1.0,A,-2.177581018002782,
P32231915,66.3,100.0,6.4,5.1000000000000005,c1,5.0,0.0,0,Z-GPX,1.0,A,-0.0601593794556593,50.18575728898249
P48873594,36.3,237.82475095800032,2.4000000000000004,0.1,c2,1.0,1.0,0,Z-HIP,1.0,A,-0.2762182944415179,16.385215261591107
